Marital status,Application mode,Application order,Course,Daytime/evening attendance,Previous qualification,Previous qualification (grade),Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Admission grade,Displaced,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Target,Is_Mature_Student,First_Generation_Student,Financial_Risk_Flag,Pass_Rate_1st_Sem,Pass_Rate_2nd_Sem,Evaluation_Load_Ratio_1st_Sem,Evaluation_Load_Ratio_2nd_Sem
Single,General Contingent,-0.5540677512436588,STEM,Daytime,Basic/Secondary,-0.04650952722715268,Basic/Secondary,Basic/Secondary,Professional/Managerial,Professional/Managerial,0.422771186052643,Yes,No,Yes,Male,No,-0.562167955812708,No,0,5,7,3,12.0,0,0,6,10,2,10.5,0,Dropout,0,1,0,0.6,0.3333333333333333,1.4,1.6666666666666667
Single,Special/Non-Traditional,-0.5540677512436588,STEM,Daytime,Basic/Secondary,0.03690696313447821,Higher Education,Higher Education,Professional/Managerial,Professional/Managerial,-1.863082958468955,No,Yes,Yes,Male,No,0.09685770440124603,Yes,2,8,8,7,13.142857142857142,0,1,6,8,6,11.833333333333334,0,Enrolled,1,0,1,0.875,1.0,1.0,1.3333333333333333
Single,General Contingent,-0.5540677512436588,"Business, Management & Hospitality",Daytime,Basic/Secondary,-0.04650952722715268,Basic/Secondary,Basic/Secondary,Clerical/Service,Clerical/Service,-0.5440553403311146,No,Yes,Yes,Male,No,-0.6939730878554988,No,0,6,6,3,12.666666666666666,0,0,6,11,4,11.142857142857142,0,Dropout,0,1,1,0.5,0.6666666666666666,1.0,1.8333333333333333
Single,General Contingent,-0.5540677512436588,STEM,Daytime,Basic/Secondary,1.166821241669303,Basic/Secondary,Basic/Secondary,Blue-Collar & Skilled Trades,Blue-Collar & Skilled Trades,0.1948763619764728,No,No,No,Male,Yes,-0.6939730878554988,No,0,5,6,5,15.0,0,0,5,6,5,14.2,0,Enrolled,0,1,1,1.0,1.0,1.2,1.2
Single,General Contingent,-0.5540677512436588,Social & Humanities,Daytime,Basic/Secondary,0.02932364582887579,Basic/Secondary,Basic/Secondary,Blue-Collar & Skilled Trades,Blue-Collar & Skilled Trades,0.29846491837473255,Yes,Yes,Yes,Female,No,-0.6939730878554988,No,0,6,7,5,13.6,0,0,6,7,5,11.8,0,Dropout,0,1,1,0.8333333333333334,0.8333333333333334,1.1666666666666667,1.1666666666666667
Single,General Contingent,2.4908958903736655,Social & Humanities,Daytime,Basic/Secondary,0.7876553763891605,Basic/Secondary,Basic/Secondary,Blue-Collar & Skilled Trades,Blue-Collar & Skilled Trades,0.671383721408466,Yes,No,Yes,Female,No,-0.6939730878554988,No,0,6,6,6,12.5,0,0,6,6,6,13.833333333333334,0,Graduate,0,1,0,1.0,1.0,1.0,1.0
Single,General Contingent,-0.5540677512436588,Social & Humanities,Daytime,Basic/Secondary,0.7876553763891605,Basic/Secondary,Basic/Secondary,Blue-Collar & Skilled Trades,Blue-Collar & Skilled Trades,-0.0537361733793512,Yes,No,Yes,Female,Yes,-0.2985576917271264,No,0,6,7,6,13.333333333333334,0,0,6,7,6,13.5,0,Graduate,0,1,0,1.0,1.0,1.1666666666666667,1.1666666666666667
Single,Special/Non-Traditional,-0.5540677512436588,Health Sciences,Daytime,Basic/Secondary,0.03690696313447821,Basic/Secondary,Basic/Secondary,Blue-Collar & Skilled Trades,Blue-Collar & Skilled Trades,-1.200116197520093,No,No,Yes,Female,No,-0.6939730878554988,Yes,0,6,13,4,12.25,0,0,6,15,5,11.0,0,Dropout,0,1,0,0.6666666666666666,0.8333333333333334,2.1666666666666665,2.5
Single,General Contingent,-0.5540677512436588,Health Sciences,Daytime,Basic/Secondary,0.6359890302771035,Basic/Secondary,Basic/Secondary,Professional/Managerial,Professional/Managerial,0.33990034093403604,Yes,No,Yes,Female,Yes,-0.6939730878554988,No,0,7,7,7,15.101428571428572,0,0,8,8,8,16.09375,0,Graduate,0,1,0,1.0,1.0,1.0,1.0
Single,General Contingent,0.2071731591606723,Social & Humanities,Daytime,Basic/Secondary,0.5601558572210751,Basic/Secondary,Basic/Secondary,Blue-Collar & Skilled Trades,Blue-Collar & Skilled Trades,0.9476198718038253,Yes,No,Yes,Female,Yes,-0.6939730878554988,No,0,6,6,6,13.166666666666666,0,0,6,6,6,16.0,0,Graduate,0,1,0,1.0,1.0,1.0,1.0
Single,General Contingent,3.2521368007779965,Social & Humanities,Evening,Basic/Secondary,0.10515681888490426,Higher Education,Basic/Secondary,Professional/Managerial,Clerical/Service,-0.4335608801729703,Yes,No,Yes,Female,No,-0.034947427641544786,No,0,6,8,4,11.0,0,0,6,6,0,0.0,0,Dropout,0,0,0,0.6666666666666666,0.0,1.3333333333333333,1.0
Single,General Contingent,0.2071731591606723,"Business, Management & Hospitality",Daytime,Basic/Secondary,-1.1081739500115513,Higher Education,Basic/Secondary,Professional/Managerial,Clerical/Service,-0.9100682396049655,Yes,No,Yes,Female,No,-0.2985576917271264,No,0,5,9,3,11.666666666666666,0,0,5,9,4,11.75,0,Graduate,0,0,0,0.6,0.8,1.8,1.8
Single,General Contingent,-0.5540677512436588,Social & Humanities,Daytime,Basic/Secondary,0.18098999194093274,Basic/Secondary,Basic/Secondary,Blue-Collar & Skilled Trades,Clerical/Service,-0.4128431688933185,No,No,Yes,Female,No,-0.4303628237699172,No,0,6,13,1,10.0,0,0,6,13,1,13.0,0,Enrolled,0,1,0,0.16666666666666666,0.16666666666666666,2.1666666666666665,2.1666666666666665
Single,General Contingent,-0.5540677512436588,Social & Humanities,Evening,Basic/Secondary,-1.0323407769555228,Basic/Secondary,Basic/Secondary,Student,Student,-1.0067508922433406,Yes,No,Yes,Female,No,0.3604679684868276,No,4,7,15,7,11.571428571428571,0,2,6,14,2,11.0,0,Dropout,1,1,0,1.0,0.3333333333333333,2.142857142857143,2.3333333333333335
Single,General Contingent,3.2521368007779965,Social & Humanities,Daytime,Basic/Secondary,0.9393217225012175,Basic/Secondary,Basic/Secondary,Clerical/Service,Clerical/Service,0.2777472070950798,Yes,No,Yes,Female,Yes,-0.6939730878554988,No,0,6,6,6,12.166666666666666,0,0,6,10,5,11.2,0,Enrolled,0,1,0,1.0,0.8333333333333334,1.0,1.6666666666666667
Single,General Contingent,-0.5540677512436588,Social & Humanities,Daytime,Basic/Secondary,0.7876553763891605,Higher Education,Basic/Secondary,Blue-Collar & Skilled Trades,Blue-Collar & Skilled Trades,1.085737947001505,Yes,No,Yes,Female,No,-0.6939730878554988,No,0,0,0,0,0.0,0,0,0,0,0,0.0,0,Dropout,0,0,0,0.0,0.0,0.0,0.0
Single,General Contingent,-0.5540677512436588,"Business, Management & Hospitality",Daytime,Basic/Secondary,-0.7290080847314089,Basic/Secondary,Basic/Secondary,Blue-Collar & Skilled Trades,Blue-Collar & Skilled Trades,-0.10207749969853928,No,No,No,Female,Yes,-0.562167955812708,No,0,6,6,6,13.833333333333334,0,0,6,7,6,14.285714285714286,0,Graduate,0,1,1,1.0,1.0,1.0,1.1666666666666667
Single,General Contingent,0.9684140695650034,Health Sciences,Daytime,Basic/Secondary,-1.866505680571836,Basic/Secondary,Basic/Secondary,Blue-Collar & Skilled Trades,Professional/Managerial,-1.3244224651980046,Yes,No,Yes,Female,Yes,-0.4303628237699172,No,0,7,10,6,12.357142857142858,0,0,8,9,7,13.0,0,Graduate,0,1,0,0.8571428571428571,0.875,1.4285714285714286,1.125
Single,General Contingent,0.9684140695650034,Social & Humanities,Daytime,Basic/Secondary,-1.1840071230675797,Basic/Secondary,Basic/Secondary,Blue-Collar & Skilled Trades,Blue-Collar & Skilled Trades,-1.1448689674410204,Yes,Yes,No,Female,No,-0.562167955812708,No,0,6,7,6,12.166666666666666,0,0,6,10,2,10.333333333333334,0,Dropout,0,1,1,1.0,0.3333333333333333,1.1666666666666667,1.6666666666666667
Single,Other Special,-0.5540677512436588,Social & Humanities,Daytime,Vocational/Technical,0.5601558572210751,Basic/Secondary,Basic/Secondary,Blue-Collar & Skilled Trades,Blue-Collar & Skilled Trades,0.6299482988491625,Yes,Yes,Yes,Female,No,-0.2985576917271264,No,3,6,8,3,12.0,0,2,6,6,2,12.5,0,Enrolled,0,1,1,0.5,0.3333333333333333,1.3333333333333333,1.0
Single,Special/Non-Traditional,-0.5540677512436588,"Business, Management & Hospitality",Daytime,Basic/Secondary,2.8351510489019294,Basic/Secondary,Basic/Secondary,Clerical/Service,Blue-Collar & Skilled Trades,0.7818781815666114,No,No,Yes,Female,No,1.2831038927863632,No,5,10,14,9,12.416666666666666,0,5,9,14,7,13.0,0,Graduate,1,1,0,0.9,0.7777777777777778,1.4,1.5555555555555556
Single,General Contingent,0.2071731591606723,Health Sciences,Daytime,Basic/Secondary,1.849319799173559,Higher Education,Basic/Secondary,Clerical/Service,Blue-Collar & Skilled Trades,1.0581143319619706,No,No,Yes,Female,No,-0.6939730878554988,No,0,5,7,4,12.75,0,0,5,6,4,12.75,0,Graduate,0,0,0,0.8,0.8,1.4,1.2
Single,Special/Non-Traditional,-0.5540677512436588,Health Sciences,Daytime,Vocational/Technical,0.6359890302771035,Basic/Secondary,Basic/Secondary,Blue-Collar & Skilled Trades,Clerical/Service,1.2445737334788374,No,No,Yes,Female,No,-0.2985576917271264,No,12,21,33,18,14.933333333333334,12,12,21,33,18,14.933333333333334,12,Graduate,0,1,0,0.8571428571428571,0.8571428571428571,1.5714285714285714,1.5714285714285714
Single,General Contingent,-0.5540677512436588,Social & Humanities,Daytime,Basic/Secondary,-0.577341738619352,Higher Education,Basic/Secondary,Professional/Managerial,Professional/Managerial,-0.08826569217877112,Yes,No,Yes,Female,No,-0.562167955812708,No,0,6,6,6,13.0,0,0,6,7,6,11.666666666666666,0,Graduate,0,0,0,1.0,1.0,1.0,1.1666666666666667
Not Single,Special/Non-Traditional,-0.5540677512436588,Social & Humanities,Daytime,Basic/Secondary,0.03690696313447821,Basic/Secondary,Basic/Secondary,Blue-Collar & Skilled Trades,Blue-Collar & Skilled Trades,-1.3106106576782364,No,Yes,No,Female,No,1.2831038927863632,No,0,7,7,7,12.857142857142858,0,0,7,8,6,12.666666666666666,0,Enrolled,1,1,1,1.0,0.8571428571428571,1.0,1.1428571428571428
Not Single,General Contingent,1.7296549799693344,Health Sciences,Daytime,Basic/Secondary,0.7876553763891605,Basic/Secondary,Basic/Secondary,Clerical/Service,Clerical/Service,0.1189114206177474,Yes,No,Yes,Female,No,-0.6939730878554988,No,0,7,10,7,14.455000000000002,0,0,8,8,8,13.91,0,Graduate,0,1,0,1.0,1.0,1.4285714285714286,1.0
Single,General Contingent,-0.5540677512436588,"Business, Management & Hospitality",Daytime,Basic/Secondary,0.7118222033331321,Basic/Secondary,Basic/Secondary,Clerical/Service,Clerical/Service,0.0705700942985603,No,No,Yes,Female,Yes,-0.6939730878554988,No,0,6,8,6,14.0,0,0,6,7,6,13.285714285714286,0,Graduate,0,1,0,1.0,1.0,1.3333333333333333,1.1666666666666667
Single,General Contingent,0.9684140695650034,Social & Humanities,Daytime,Basic/Secondary,1.3184875877813598,Basic/Secondary,Basic/Secondary,Clerical/Service,Clerical/Service,1.348162289877097,Yes,No,Yes,Female,Yes,-0.4303628237699172,No,0,6,6,6,13.5,0,0,6,7,6,12.666666666666666,0,Graduate,0,1,0,1.0,1.0,1.0,1.1666666666666667
Single,General Contingent,0.2071731591606723,"Business, Management & Hospitality",Daytime,Basic/Secondary,-1.5631729883477221,Basic/Secondary,Basic/Secondary,Blue-Collar & Skilled Trades,Blue-Collar & Skilled Trades,-1.4418228291160324,Yes,No,No,Female,No,-0.4303628237699172,No,0,6,0,0,0.0,0,0,6,0,0,0.0,0,Dropout,0,1,1,0.0,0.0,0.0,0.0
Single,General Contingent,0.2071731591606723,Social & Humanities,Evening,Basic/Secondary,0.03690696313447821,Basic/Secondary,Basic/Secondary,Professional/Managerial,Professional/Managerial,-0.620020281689838,No,No,Yes,Female,Yes,-0.4303628237699172,No,0,6,6,6,11.666666666666666,0,0,6,12,5,14.0,0,Graduate,0,1,0,1.0,0.8333333333333334,1.0,2.0
Single,General Contingent,-0.5540677512436588,Health Sciences,Daytime,Basic/Secondary,-0.577341738619352,Basic/Secondary,Basic/Secondary,Clerical/Service,Blue-Collar & Skilled Trades,-0.6890793192886778,Yes,No,Yes,Female,Yes,-0.562167955812708,No,0,5,6,4,12.0,0,0,5,8,5,13.333333333333334,1,Graduate,0,1,0,0.8,1.0,1.2,1.6
Single,General Contingent,0.9684140695650034,Social & Humanities,Daytime,Basic/Secondary,-0.8806744308434659,Basic/Secondary,Basic/Secondary,Blue-Collar & Skilled Trades,Blue-Collar & Skilled Trades,-0.7995737794468212,Yes,No,Yes,Female,Yes,-0.562167955812708,No,0,6,7,6,11.714285714285714,0,0,6,6,6,11.833333333333334,0,Graduate,0,1,0,1.0,1.0,1.1666666666666667,1.0
Single,General Contingent,0.9684140695650034,Social & Humanities,Daytime,Basic/Secondary,0.03690696313447821,Vocational/Technical,Basic/Secondary,Professional/Managerial,Professional/Managerial,-0.6890793192886778,Yes,No,Yes,Female,No,-0.2985576917271264,No,0,6,8,6,12.666666666666666,0,0,6,7,6,12.428571428571429,0,Graduate,0,0,0,1.0,1.0,1.3333333333333333,1.1666666666666667
Single,Special/Non-Traditional,-0.5540677512436588,Health Sciences,Daytime,Basic/Secondary,0.03690696313447821,Higher Education,Higher Education,Clerical/Service,Professional/Managerial,1.2376678297189538,Yes,No,Yes,Female,No,0.3604679684868276,No,0,6,11,3,11.75,0,0,6,19,4,12.8,0,Enrolled,1,0,0,0.5,0.6666666666666666,1.8333333333333333,3.1666666666666665
Single,General Contingent,-0.5540677512436588,Social & Humanities,Daytime,Basic/Secondary,0.18098999194093274,Basic/Secondary,Basic/Secondary,Blue-Collar & Skilled Trades,Blue-Collar & Skilled Trades,0.001511056699720468,No,No,Yes,Female,No,-0.2985576917271264,No,0,6,0,0,0.0,0,0,6,0,0,0.0,0,Dropout,0,1,0,0.0,0.0,0.0,0.0
Single,General Contingent,1.7296549799693344,Health Sciences,Daytime,Basic/Secondary,-0.04650952722715268,Basic/Secondary,Basic/Secondary,Clerical/Service,Clerical/Service,-0.620020281689838,Yes,No,Yes,Female,No,-0.6939730878554988,No,0,8,8,7,12.328571428571427,0,0,8,8,7,12.328571428571427,0,Graduate,0,1,0,0.875,0.875,1.0,1.0
Not Single,Special/Non-Traditional,-0.5540677512436588,Social & Humanities,Daytime,Basic/Secondary,0.03690696313447821,Basic/Secondary,Basic/Secondary,Blue-Collar & Skilled Trades,Blue-Collar & Skilled Trades,-0.620020281689838,No,No,Yes,Female,No,0.4922731005296184,No,0,7,14,6,11.666666666666666,0,0,7,10,1,10.0,0,Dropout,1,1,0,0.8571428571428571,0.14285714285714285,2.0,1.4285714285714286
Single,Special/Non-Traditional,-0.5540677512436588,Social & Humanities,Daytime,Basic/Secondary,0.18098999194093274,Basic/Secondary,Basic/Secondary,Professional/Managerial,Blue-Collar & Skilled Trades,-0.03992436585958304,Yes,No,Yes,Female,Yes,-0.4303628237699172,No,5,12,12,12,13.25,0,5,12,12,11,12.727272727272728,0,Graduate,0,1,0,1.0,0.9166666666666666,1.0,1.0
Single,Special/Non-Traditional,-0.5540677512436588,"Business, Management & Hospitality",Daytime,Vocational/Technical,-1.714839334459779,Basic/Secondary,Higher Education,Blue-Collar & Skilled Trades,Blue-Collar & Skilled Trades,-1.1724925824805565,No,No,Yes,Female,No,-0.2985576917271264,No,0,6,8,5,11.833333333333334,0,0,6,8,4,13.25,2,Enrolled,0,0,0,0.8333333333333334,0.6666666666666666,1.3333333333333333,1.3333333333333333
Single,General Contingent,-0.5540677512436588,Health Sciences,Daytime,Basic/Secondary,0.02932364582887579,Basic/Secondary,Basic/Secondary,Blue-Collar & Skilled Trades,Blue-Collar & Skilled Trades,-0.1780424410572627,Yes,No,Yes,Female,Yes,-0.6939730878554988,No,0,7,7,7,13.3,0,0,8,8,8,15.125,0,Graduate,0,1,0,1.0,1.0,1.0,1.0
Single,Other Special,-0.5540677512436588,Health Sciences,Daytime,Vocational/Technical,0.5601558572210751,Basic/Secondary,Basic/Secondary,Blue-Collar & Skilled Trades,Blue-Collar & Skilled Trades,0.8992785454846383,Yes,No,Yes,Female,No,-0.4303628237699172,No,1,6,13,6,12.555555555555555,0,1,6,11,5,11.8,0,Enrolled,0,1,0,1.0,0.8333333333333334,2.1666666666666665,1.8333333333333333
Single,General Contingent,-0.5540677512436588,Social & Humanities,Daytime,Basic/Secondary,0.18098999194093274,Basic/Secondary,Basic/Secondary,Clerical/Service,Blue-Collar & Skilled Trades,0.16725274693693645,Yes,No,Yes,Female,No,-0.6939730878554988,No,0,6,6,6,12.833333333333334,0,0,6,7,6,12.166666666666666,0,Graduate,0,1,0,1.0,1.0,1.0,1.1666666666666667
Single,Other Special,-0.5540677512436588,Social & Humanities,Daytime,Vocational/Technical,0.5601558572210751,Basic/Secondary,Basic/Secondary,Professional/Managerial,Clerical/Service,1.0166789094026651,No,No,Yes,Female,Yes,-0.4303628237699172,No,3,6,6,6,12.833333333333334,0,2,6,6,6,12.833333333333334,0,Graduate,0,1,0,1.0,1.0,1.0,1.0
Single,General Contingent,0.2071731591606723,Health Sciences,Daytime,Basic/Secondary,0.8634885494451889,Basic/Secondary,Basic/Secondary,Clerical/Service,Blue-Collar & Skilled Trades,0.3537121484538032,Yes,No,Yes,Female,Yes,-0.562167955812708,No,0,5,10,3,12.666666666666666,1,0,5,7,3,13.0,0,Graduate,0,1,0,0.6,0.6,2.0,1.4
Single,General Contingent,2.4908958903736655,Health Sciences,Daytime,Basic/Secondary,-0.8048412577874374,Basic/Secondary,Higher Education,Blue-Collar & Skilled Trades,Professional/Managerial,-0.702891126808446,Yes,No,Yes,Female,No,-0.4303628237699172,No,0,7,8,6,13.271428571428572,0,0,8,8,7,14.471428571428572,0,Graduate,0,0,0,0.8571428571428571,0.875,1.1428571428571428,1.0
Single,General Contingent,-0.5540677512436588,"Business, Management & Hospitality",Evening,Basic/Secondary,0.7876553763891605,Basic/Secondary,Basic/Secondary,Clerical/Service,Blue-Collar & Skilled Trades,0.5539833574904391,No,No,Yes,Female,Yes,-0.4303628237699172,No,0,5,5,5,12.4,0,0,5,6,5,12.833333333333334,0,Graduate,0,1,0,1.0,1.0,1.0,1.2
Single,Other Special,-0.5540677512436588,Health Sciences,Daytime,Vocational/Technical,1.3184875877813598,Basic/Secondary,Basic/Secondary,Clerical/Service,Clerical/Service,1.5898689214730366,No,No,Yes,Female,No,-0.4303628237699172,No,0,5,10,2,14.5,1,0,5,7,4,11.25,0,Enrolled,0,1,0,0.4,0.8,2.0,1.4
Single,General Contingent,0.9684140695650034,Social & Humanities,Daytime,Basic/Secondary,-0.6531749116753804,Basic/Secondary,Basic/Secondary,Blue-Collar & Skilled Trades,Blue-Collar & Skilled Trades,-0.7581383568875176,Yes,Yes,Yes,Female,No,-0.562167955812708,No,0,6,7,0,0.0,0,0,5,5,0,0.0,0,Dropout,0,1,1,0.0,0.0,1.1666666666666667,1.0
Single,General Contingent,-0.5540677512436588,Social & Humanities,Daytime,Basic/Secondary,1.7734866261175306,Higher Education,Higher Education,Professional/Managerial,Professional/Managerial,1.9351641094672356,No,No,Yes,Female,No,-0.6939730878554988,No,0,6,7,6,14.285714285714286,0,0,6,8,6,13.25,0,Graduate,0,0,0,1.0,1.0,1.1666666666666667,1.3333333333333333
Single,General Contingent,-0.5540677512436588,Health Sciences,Daytime,Basic/Secondary,0.7118222033331321,Basic/Secondary,Basic/Secondary,Blue-Collar & Skilled Trades,Blue-Collar & Skilled Trades,0.001511056699720468,Yes,No,Yes,Female,No,-0.6939730878554988,No,0,5,7,3,12.333333333333334,0,0,5,9,5,12.6,0,Graduate,0,1,0,0.6,1.0,1.4,1.8
Single,General Contingent,-0.5540677512436588,Health Sciences,Daytime,Basic/Secondary,0.7118222033331321,Basic/Secondary,Basic/Secondary,Blue-Collar & Skilled Trades,Blue-Collar & Skilled Trades,0.2639353995753126,Yes,No,Yes,Female,Yes,-0.562167955812708,No,0,7,10,6,12.583333333333334,0,0,8,8,7,12.671428571428573,0,Graduate,0,1,0,0.8571428571428571,0.875,1.4285714285714286,1.0
Single,General Contingent,3.2521368007779965,Health Sciences,Daytime,Basic/Secondary,-0.5015085655633235,Basic/Secondary,Basic/Secondary,Clerical/Service,Blue-Collar & Skilled Trades,-0.35759593881424684,Yes,No,Yes,Female,No,-0.562167955812708,No,0,7,8,6,13.731666666666667,0,0,8,10,7,13.771428571428572,0,Dropout,0,1,0,0.8571428571428571,0.875,1.1428571428571428,1.25
Single,Special/Non-Traditional,-0.5540677512436588,Social & Humanities,Daytime,Basic/Secondary,0.03690696313447821,Basic/Secondary,Basic/Secondary,Blue-Collar & Skilled Trades,Clerical/Service,0.8992785454846383,No,No,Yes,Male,No,2.6011552132142715,No,0,6,8,6,12.875,0,0,6,14,5,12.142857142857142,0,Enrolled,1,1,0,1.0,0.8333333333333334,1.3333333333333333,2.3333333333333335
Not Single,Special/Non-Traditional,-0.5540677512436588,Social & Humanities,Daytime,Basic/Secondary,2.8351510489019294,Basic/Secondary,Vocational/Technical,Student,Clerical/Service,1.486280365074777,No,No,Yes,Male,No,3.1283757413854345,No,8,10,14,8,14.625,0,5,7,7,5,13.4,0,Dropout,1,0,0,0.8,0.7142857142857143,1.4,1.0
Single,Special/Non-Traditional,-0.5540677512436588,"Business, Management & Hospitality",Daytime,Basic/Secondary,-0.19817587333920963,Basic/Secondary,Basic/Secondary,Unknown/Not Reported,Unknown/Not Reported,-1.1863043900003247,Yes,No,No,Male,No,-0.034947427641544786,No,0,3,3,0,0.0,0,0,2,2,0,0.0,0,Dropout,0,1,1,0.0,0.0,1.0,1.0
Single,General Contingent,-0.5540677512436588,Social & Humanities,Daytime,Basic/Secondary,0.02932364582887579,Basic/Secondary,Basic/Secondary,Blue-Collar & Skilled Trades,Blue-Collar & Skilled Trades,-0.5026199177718101,Yes,Yes,Yes,Female,Yes,-0.562167955812708,Yes,0,6,8,6,12.666666666666666,0,0,6,7,6,12.666666666666666,0,Graduate,0,1,1,1.0,1.0,1.3333333333333333,1.1666666666666667
Single,Special/Non-Traditional,-0.5540677512436588,Health Sciences,Daytime,Basic/Secondary,-0.8048412577874374,Higher Education,Higher Education,Professional/Managerial,Professional/Managerial,-0.34378413129447866,Yes,No,Yes,Female,No,-0.4303628237699172,No,0,8,11,6,12.491666666666667,0,0,8,11,6,12.491666666666667,0,Graduate,0,0,0,0.75,0.75,1.375,1.375
Single,General Contingent,-0.5540677512436588,Social & Humanities,Daytime,Basic/Secondary,0.40848951110901816,Basic/Secondary,Higher Education,Clerical/Service,Clerical/Service,1.417221327475937,Yes,No,Yes,Female,Yes,-0.562167955812708,No,6,12,12,12,13.666666666666666,0,4,11,12,11,14.166666666666666,0,Graduate,0,0,0,1.0,1.0,1.0,1.0909090909090908
Single,General Contingent,-0.5540677512436588,Health Sciences,Daytime,Basic/Secondary,2.30431883750973,Basic/Secondary,Basic/Secondary,Blue-Collar & Skilled Trades,Blue-Collar & Skilled Trades,1.645116151552109,Yes,No,Yes,Female,No,-0.562167955812708,Yes,0,6,13,6,16.0,0,0,6,8,6,14.5,0,Graduate,0,1,0,1.0,1.0,2.1666666666666665,1.3333333333333333
Single,Other Special,-0.5540677512436588,Health Sciences,Daytime,Vocational/Technical,1.3184875877813598,Basic/Secondary,Basic/Secondary,Clerical/Service,Blue-Collar & Skilled Trades,1.5898689214730366,Yes,No,Yes,Female,No,-0.562167955812708,No,2,6,8,6,14.142857142857142,0,1,6,7,6,13.0,0,Graduate,0,1,0,1.0,1.0,1.3333333333333333,1.1666666666666667
